# _root_ In a strongly worded response summarizing a filing made in the same court yesterday , GE asserted that `` prosecutors have misstated the testimony of witnesses , distorted documents and ignored important facts . ''
#goldHeads=17,5,4,5,1,5,8,6,8,9,13,13,10,9,17,17,0,21,21,21,17,30,24,22,24,25,30,30,28,21,30,33,31,17,17,
#predictedHeads=17,5,4,5,1,5,8,6,8,9,13,13,10,17,17,17,0,21,21,21,17,21,24,22,24,25,22,30,28,22,30,33,31,17,17,
(21,33),(33,33),(33,35),0.03631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,33),(33,33),(33,36),0.0558096 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,33),(33,34),(33,35),-0.0522971 # DEPENDENCYPART_GRANDSIBL
(21,33),(33,34),(33,36),-0.0468323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,33),(33,35),(33,36),-0.0310896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,33),(33,33),(33,32),0.166619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,33),(33,33),(33,31),0.170057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,33),(33,33),(33,29),0.00418722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,33),(33,33),(33,28),0.170071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,33),(33,33),(33,-1),-0.191799 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,33),(33,32),(33,31),0.0907658 # DEPENDENCYPART_GRANDSIBL
(21,33),(33,32),(33,29),0.060555 # DEPENDENCYPART_GRANDSIBL
(21,33),(33,32),(33,28),0.0907658 # DEPENDENCYPART_GRANDSIBL
(21,33),(33,32),(33,-1),-0.0200517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,33),(33,31),(33,29),0.117997 # DEPENDENCYPART_GRANDSIBL
(21,33),(33,31),(33,28),0.132042 # DEPENDENCYPART_GRANDSIBL
(21,33),(33,31),(33,-1),-0.0981199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,33),(33,29),(33,28),0.123977 # DEPENDENCYPART_GRANDSIBL
(21,33),(33,29),(33,-1),-0.121434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,33),(33,28),(33,-1),-0.0981197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,34),(34,34),(34,36),-0.0400255 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,34),(34,34),(34,32),0.0953143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,34),(34,34),(34,31),0.094536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,34),(34,34),(34,-1),-0.00474401 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,34),(34,32),(34,31),0.119162 # DEPENDENCYPART_GRANDSIBL
(21,34),(34,32),(34,-1),-0.148851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,34),(34,31),(34,-1),-0.143989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,35),(35,35),(35,36),-0.0723198 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,35),(35,35),(35,-1),-0.153519 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,10),(10,10),(10,11),0.102003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,10),(10,10),(10,12),0.104408 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,10),(10,10),(10,13),0.108578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,10),(10,10),(10,14),0.101525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,10),(10,10),(10,15),0.122919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,10),(10,10),(10,16),0.111106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,10),(10,10),(10,36),0.0381142 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,10),(10,11),(10,12),0.118653 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,11),(10,13),0.121298 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,11),(10,14),0.121033 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,11),(10,15),0.121959 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,11),(10,16),0.121298 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,11),(10,36),-0.176017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,10),(10,12),(10,13),0.117009 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,12),(10,14),0.117009 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,12),(10,15),0.112807 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,12),(10,16),0.117009 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,12),(10,36),-0.111934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,10),(10,13),(10,14),0.114145 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,13),(10,15),0.131948 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,13),(10,16),0.114576 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,13),(10,36),-0.186406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,10),(10,14),(10,15),0.132369 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,14),(10,16),0.114772 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,14),(10,36),-0.196403 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,10),(10,15),(10,16),0.108807 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,15),(10,36),-0.149327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,10),(10,16),(10,36),-0.184665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,10),(10,10),(10,9),-0.000348801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,10),(10,10),(10,8),0.021295 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,10),(10,10),(10,-1),-0.0956101 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,10),(10,9),(10,8),-0.0486369 # DEPENDENCYPART_GRANDSIBL
(22,10),(10,9),(10,-1),-0.0689783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,10),(10,8),(10,-1),0.0198875 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,15),(15,15),(15,36),-0.0759368 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,15),(15,15),(15,-1),0.0119431 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,16),(16,16),(16,17),0.176785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,16),(16,16),(16,18),0.126279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,16),(16,16),(16,19),0.132749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,16),(16,16),(16,20),0.0380969 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,16),(16,16),(16,21),0.18098 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,16),(16,16),(16,22),-0.0934842 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,16),(16,16),(16,36),-0.160382 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,16),(16,17),(16,18),0.106304 # DEPENDENCYPART_GRANDSIBL
(22,16),(16,17),(16,19),0.128717 # DEPENDENCYPART_GRANDSIBL
(22,16),(16,17),(16,20),0.116408 # DEPENDENCYPART_GRANDSIBL
(22,16),(16,17),(16,21),0.128202 # DEPENDENCYPART_GRANDSIBL
(22,16),(16,17),(16,22),-0.122561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,16),(16,17),(16,36),-0.0797175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,16),(16,18),(16,19),0.109771 # DEPENDENCYPART_GRANDSIBL
(22,16),(16,18),(16,20),0.121823 # DEPENDENCYPART_GRANDSIBL
(22,16),(16,18),(16,21),0.127358 # DEPENDENCYPART_GRANDSIBL
(22,16),(16,18),(16,22),-0.117233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,16),(16,18),(16,36),-0.0727303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,16),(16,19),(16,20),0.133302 # DEPENDENCYPART_GRANDSIBL
(22,16),(16,19),(16,21),0.119212 # DEPENDENCYPART_GRANDSIBL
(22,16),(16,19),(16,22),-0.125232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,16),(16,19),(16,36),-0.147894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,16),(16,20),(16,21),0.126461 # DEPENDENCYPART_GRANDSIBL
(22,16),(16,20),(16,22),-0.125993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,16),(16,20),(16,36),-0.111419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,16),(16,21),(16,22),-0.122561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,16),(16,21),(16,36),-0.0727354 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,16),(16,22),(16,36),-0.0797175 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,16),(16,16),(16,15),0.040142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,16),(16,16),(16,14),0.00561772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,16),(16,16),(16,13),0.00966855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,16),(16,16),(16,12),-0.0613491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,16),(16,16),(16,11),-0.133343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,16),(16,16),(16,-1),0.0580833 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,16),(16,15),(16,14),-0.0905493 # DEPENDENCYPART_GRANDSIBL
(22,16),(16,15),(16,13),-0.0900157 # DEPENDENCYPART_GRANDSIBL
(22,16),(16,15),(16,12),-0.00956216 # DEPENDENCYPART_GRANDSIBL
(22,16),(16,15),(16,11),-0.0374877 # DEPENDENCYPART_GRANDSIBL
(22,16),(16,15),(16,-1),-0.0311972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,16),(16,14),(16,13),-0.0429899 # DEPENDENCYPART_GRANDSIBL
(22,16),(16,14),(16,12),-0.0538924 # DEPENDENCYPART_GRANDSIBL
(22,16),(16,14),(16,11),-0.0121822 # DEPENDENCYPART_GRANDSIBL
(22,16),(16,14),(16,-1),-0.0251296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,16),(16,13),(16,12),-0.0553409 # DEPENDENCYPART_GRANDSIBL
(22,16),(16,13),(16,11),-0.00705325 # DEPENDENCYPART_GRANDSIBL
(22,16),(16,13),(16,-1),-0.022375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,16),(16,12),(16,11),-0.0160851 # DEPENDENCYPART_GRANDSIBL
(22,16),(16,12),(16,-1),-0.0479038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,16),(16,11),(16,-1),0.0645162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,18),(18,19),0.0978672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,18),(18,18),(18,20),0.0927287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,18),(18,18),(18,21),0.145627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,18),(18,18),(18,22),-0.120778 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,18),(18,18),(18,36),0.09023 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,18),(18,19),(18,20),0.107308 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,19),(18,21),0.118 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,19),(18,22),-0.124946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,19),(18,36),-0.12293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,20),(18,21),0.117221 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,20),(18,22),-0.124887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,20),(18,36),-0.19507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,21),(18,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,21),(18,36),-0.0846437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,22),(18,36),-0.083037 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,18),(18,18),(18,-1),-0.0270983 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,19),(19,19),(19,36),-0.0897396 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,19),(19,19),(19,-1),-0.0113952 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,20),(20,20),(20,21),0.18365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,22),-0.0934837 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,20),(20,20),(20,24),-0.00687006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,25),-0.0691536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,36),-0.149176 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,20),(20,21),(20,22),-0.122561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,21),(20,24),-0.125418 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,21),(20,25),-0.127939 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,21),(20,36),-0.070091 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,22),(20,24),-0.12541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,22),(20,25),-0.12793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,22),(20,36),-0.0770731 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,20),(20,24),(20,25),-0.127039 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,24),(20,36),-0.109951 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,25),(20,36),-0.0538245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,20),(20,19),-0.0728787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,18),-0.0862774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,17),-0.0304107 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,16),0.00511489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,11),-0.133346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,-1),0.0713198 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,20),(20,19),(20,18),-0.0444017 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,19),(20,17),-0.0436011 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,19),(20,16),-0.0130429 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,19),(20,11),-0.028291 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,19),(20,-1),-0.0890831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,18),(20,17),-0.0615694 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,18),(20,16),-0.0606695 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,18),(20,11),-0.0513384 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,18),(20,-1),-0.0526012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,17),(20,16),-0.0597627 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,17),(20,11),-0.00773331 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,17),(20,-1),-0.0740523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,16),(20,11),-0.0121854 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,16),(20,-1),-0.0232827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,11),(20,-1),0.0645076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,23),(23,25),-0.0375575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,36),-0.0993774 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,25),(23,36),-0.0548329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,23),(23,-1),-0.298143 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,24),(24,25),-0.0997332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,26),0.00475329 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,27),0.039728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,28),-0.029465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,29),0.00475328 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,30),0.00480543 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,31),-0.0294616 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,33),0.00475329 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,36),0.0571137 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,25),(24,26),-0.0602657 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,25),(24,27),0.0406794 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,25),(24,28),-0.0698138 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,25),(24,29),-0.0602657 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,25),(24,30),-0.0484859 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,25),(24,31),-0.0698138 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,25),(24,33),-0.0602657 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,25),(24,36),-0.0353701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,26),(24,27),-0.0582063 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,26),(24,28),-0.0119674 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,26),(24,29),-0.043536 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,26),(24,30),-0.0683837 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,26),(24,31),-0.0117723 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,26),(24,33),-0.043536 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,26),(24,36),-0.0237546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,27),(24,28),-0.0295416 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,27),(24,29),-0.0900153 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,27),(24,30),0.0446229 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,27),(24,31),-0.0295416 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,27),(24,33),-0.0900153 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,27),(24,36),-0.0311972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,28),(24,29),-0.0597627 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,28),(24,30),-0.041089 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,28),(24,31),-0.0118084 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,28),(24,33),-0.0597627 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,28),(24,36),-0.0737636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,29),(24,30),-0.0683837 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,29),(24,31),-0.0117723 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,29),(24,33),-0.043536 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,29),(24,36),-0.0237546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,30),(24,31),0.195886 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,30),(24,33),-0.21626 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,30),(24,36),-0.0428431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,31),(24,33),-0.0597627 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,31),(24,36),-0.073671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,33),(24,36),-0.0237546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,24),(24,23),0.109374 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,22),0.176872 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,24),(24,20),-0.00686828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,19),-0.125819 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,-1),-0.158499 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,23),(24,22),0.125032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,23),(24,20),-0.129648 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,23),(24,19),-0.124888 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,23),(24,-1),-0.213415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,22),(24,20),-0.12541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,22),(24,19),-0.124888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,22),(24,-1),-0.0796313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,20),(24,19),-0.124889 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,20),(24,-1),-0.111752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,19),(24,-1),-0.147894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,25),(25,26),-0.0163177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,29),-0.00658997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,30),0.0444541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,33),-0.0113945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,36),-0.207416 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,25),(25,26),(25,29),-0.0865822 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,26),(25,30),-0.0578538 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,26),(25,33),-0.0865822 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,26),(25,36),0.00686223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,29),(25,30),-0.0578538 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,29),(25,33),-0.0865822 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,29),(25,36),0.0165046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,30),(25,33),-0.205095 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,30),(25,36),0.0117668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,33),(25,36),0.0117822 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,25),(25,24),0.105061 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,23),0.0848903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,-1),-0.0858857 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,25),(25,24),(25,23),0.116942 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,24),(25,-1),-0.180634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,23),(25,-1),-0.194682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,26),(26,27),0.0401035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,28),-0.0294635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,29),0.004811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,30),0.00480782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,33),0.00481101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,36),0.059818 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,26),(26,27),(26,28),-0.029127 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,27),(26,29),-0.0900543 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,27),(26,30),0.0446229 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,27),(26,33),-0.0900543 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,27),(26,36),-0.0311972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,28),(26,29),-0.0597627 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,28),(26,30),-0.041089 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,28),(26,33),-0.0597627 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,28),(26,36),-0.0733476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,29),(26,30),-0.0683837 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,29),(26,33),-0.043536 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,29),(26,36),-0.0229782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,30),(26,33),-0.21626 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,30),(26,36),-0.042826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,33),(26,36),-0.0229782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,26),(26,25),0.117369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,24),0.038127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,23),0.109374 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,-1),-0.159243 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,26),(26,25),(26,24),0.113824 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,23),0.108675 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,-1),-0.0523474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,24),(26,23),0.0393043 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,-1),-0.109951 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,23),(26,-1),-0.212911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,27),(27,27),(27,36),0.0119431 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,27),(27,27),(27,-1),-0.0759368 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,28),(28,28),(28,29),0.014257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,28),(28,28),(28,30),-0.0477185 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
